Work.on.improving.myself	Have.a.rich.vocabulary	Do.things.in.a.logical.order	Leave.a.mess.in.my.room	Believe.in.the.power.of.fate	Like.to.stand.out.in.a.crowd	Am.not.easily.affected.by.my.emotions	Want.to.be.in.charge	Dont.hesitate.to.express.an.unpopular.opinion	Love.to.learn.new.things	Often.feel.tired	Have.a.natural.talent.for.influencing.people	Love.to.help.others	See.myself.as.an.average.person	Spend.a.lot.of.time.thinking.about.past.mistakes	Adapt.easily.to.new.situations	Blame.others.when.something.goes.wrong	Try.to.avoid.speaking.in.public	Often.feel.that.others.misunderstand.me	Am.always.prepared	Make.enemies	Believe.that.I.am.better.than.others	Am.easily.distracted	Have.a.low.opinion.of.myself	Need.a.creative.outlet	Having.good.friends.is.important.for.me	Like.to.solve.complex.problems	Am.quick.to.judge.others	Have.a.vivid.imagination	Tend.to.feel.very.hopeless	Believe.in.the.importance.of.art	Worry.about.what.people.think.of.me	Try.to.provoke.others.just.to.get.a.response	Love.to.look.my.best	Am.always.on.time	Often.forget.things	Start.tasks.right.away	My.feelings.are.easily.hurt	Am.considered.to.be.kind.of.eccentric	Talk.a.lot	Like.most.people	Rarely.complain	Have.a.sharp.tongue	Avoid.responsibilities	Like.to.read	Am.open.about.my.feelings	Support.liberal.political.candidates	Dont.quit.a.task.before.it.is.finished	Get.back.at.people.who.insult.me	Am.interested.in.science	Break.my.promises	Enjoy.social.gatherings	Insist.on.getting.my.way	Cant.stand.weak.people	Believe.that.we.should.be.tough.on.crime	Find.that.nothing.excites.me	Like.to.visit.new.places	Avoid.philosophical.discussions	Am.likely.to.show.off.if.I.get.the.chance	Become.anxious.in.new.situations	Would.like.for.other.people.to.be.afraid.of.me	Cant.make.up.my.mind	Cry.easily	Cant.be.bothered.with.others.needs	Am.considered.to.be.a.wise.person	Want.every.detail.taken.care.of	Am.not.embarrassed.easily	Am.usually.active.and.full.of.energy	Am.afraid.of.being.left.alone	Often.stop.working.if.it.becomes.too.hard	Am.good.at.many.things	Enjoy.cooperating.with.others	Try.to.out.do.others	Know.how.to.comfort.others
1.378235618612523	0.04392338243875585	-0.03273617064570785	0.05911453114483829	-0.04686925852585885	0.002903531885651893	0.014044768969254513	-0.08211872190843272	-0.011943484120744178	-0.2342305852017244	-0.03851656558186204	-0.015666170280003576	-0.05350098080136013	0.04137489693858899	-0.09937014907991144	-0.043619071356450136	0.0834063672636275	-0.007534619040401865	-0.09188301548199673	-0.10501005711371995	0.05389752301581291	0.025399154903885904	-0.05355008536849663	-0.016346321927124173	-0.05258225158938755	-0.08372369409049098	-0.024541848915558034	0.02964154141146691	-0.0014713948457392191	0.06178083942683416	0.031837732075454886	-0.03338263881237316	0.00547798310224946	-0.06758277539824163	0.0411139592818607	-0.012018361806528717	0.007113785945247702	0.03305406960410996	-0.1085639829964107	0.03477571446715973	0.008424466713652955	0.02629339851704408	0.041148559804454116	0.08780828698554077	-0.07850958014908724	-0.08601583638347907	-0.029376414019078617	-0.017424796510750164	0.04470578280222849	-0.0388875653343978	0.0028328777177727502	0.05582340869473027	0.0028881884993731026	-0.00726783626948567	0.03858512412969485	0.03688877981109051	0.006449863489931056	0.07396475497033735	0.036322486149021	-0.06747652582374554	-0.011956907520575377	-0.019813862691086204	0.007974110114398632	0.05561578990460934	-0.028847143687087982	-0.012785986700071587	0.012595869235858793	-0.06977517942848865	-0.020262415627702816	-0.010718569988479141	-0.03419135979580064	-0.02413166199198265	-0.12981480786699326	-0.018298893249997488
0.04392338243875621	1.575253415288376	-0.033417665551872824	-0.06711559293979188	0.06359788095919837	-0.014706361278239995	0.022382794458274187	0.10924880933210698	0.022839689881972356	-0.06338887669200972	-0.054292404259790136	-0.09980349037479565	0.01996944008265395	0.05837435707408481	0.011628738135670665	-0.002629093171533667	-3.375668402145635e-4	0.17215193579976942	0.04454940411000176	-0.046306950972468605	0.020924878969749604	-0.0780514032767735	0.06639275067473156	0.03785860431589596	-0.015652289721673047	-0.007749745396621108	0.02965410890923383	-0.005563994293129066	-0.11703310667543537	-0.03102416348114896	-0.04663108292851626	-0.007236482214156031	0.026717476664153337	-0.042282030477482795	-0.012844919987908626	0.050160336333670105	0.07423429397193035	-0.002913530047794683	0.023735997064462673	-0.15901649540827473	-0.019151434042221478	-0.049678283389562046	-0.19886704622958148	0.0037254544679907685	-0.32029293795949304	-0.00658689529937642	-0.03186908005736435	-0.025829292900064246	-0.011503801646623683	-0.08849502324715448	0.024838681297605206	0.03641638350514831	0.050871009287744656	0.001984577282937686	0.007940341829236456	0.028589806137334396	8.568688860626784e-4	0.09068191678370752	0.06415677179176471	0.0012787839758671155	0.012558514345643848	0.008284228015902237	0.02826106637211112	0.020096060155211724	-0.2618156916495048	-0.05203611347318947	0.020839587407769526	0.019861926070481657	-0.006480259760961192	-0.02305386336228474	-0.1709616435206152	0.027821159354553437	0.011852538439152306	-0.07211858364888868
-0.032736170645707975	-0.033417665551872845	1.396394342435904	0.04667296549993641	0.024734180455408424	0.01049617075182619	-0.05355886827036258	-0.008510919408707298	-0.019509998833056912	0.014061934519905664	-0.03563609484364851	0.007106232309974619	0.021394577134355143	-0.09425594728187812	-0.004459352098198404	-0.044279391122910246	0.016542676164567626	-0.030335460829429416	-0.0021854915684897504	-0.17047204309634392	0.03409865728960446	-0.055301956174271284	0.11925789240282382	-1.5899322999816617e-4	0.052187544415795525	-0.00819125076279977	-0.11147852533301256	-0.015353203447639753	0.001644196322444933	0.057331316705051434	0.03468749203480531	0.009444694906587673	0.0014460385612090638	0.014823919862616329	-0.04444590916835509	0.0569823494027908	-0.051412743772782266	-0.02268016309675579	-0.005339852742412445	0.06763447710022065	-0.029678051471026715	-0.031611724787771904	-0.037520843552537535	-0.013654923347224748	0.0325875431683077	0.0024096143792223775	-0.02452233993116353	-0.08052738790349562	-0.006131262428031303	-0.08027748018477619	0.09362461237140286	0.007766466096799957	-0.023885880888038887	-0.034786858105834116	-0.042022155567478965	-0.012927548791729512	-0.010910136817324825	0.02568441126750924	-0.007133806238998334	-0.032234588985672163	0.03373110993922089	0.060487737324087826	0.03394948016982994	0.0315643772068327	-0.0718774779087399	-0.12527539723431472	0.014929944069664492	0.031206930190991876	0.02711575308134009	0.05517779802938478	-0.14242693812291085	-0.020954885437027025	0.028707138041437874	0.03306710167565361
0.059114531144838285	-0.06711559293979187	0.0466729654999363	1.4042901384782125	-0.0054619788929325805	-0.021588542302328047	-0.03091185190233039	-0.00734281506715353	0.017081768178956992	-0.06355104634658179	-0.09504487018938261	0.028196491664006732	-0.02218950671175606	-0.0078605749428675	-0.014865238069244186	-0.023341738182840775	-0.030372644223421848	0.0116562650846757	0.008266418321159812	0.07784672547630492	-0.054891896872063875	-0.044290033485028656	-0.051679602212602815	-0.08152742583279343	-0.0538387523447586	-0.011385746249789885	-0.09715012083595478	0.018135267541709507	0.005144510590730239	0.01969331430704512	0.011717730537083047	0.01131201336807639	-0.011789605701423941	0.16179256185420876	0.09466369716637635	-0.12718822007860212	0.15731464475327706	0.033334349385149606	-0.08393827168116536	-0.04771775419180514	-0.040302347285229176	0.00804966067907541	0.008517418096853076	-0.13496479014443574	0.03096538915791134	0.022777308013318006	-0.019013593975565214	0.1540277971066059	-0.020653339655391866	-0.053486356546763876	0.010535279674331582	0.027371820370749273	-0.008971509458528147	0.039538425328700236	-0.01662559021229292	0.04381669206981977	0.02474264060091836	-0.03521279512372774	-0.029326499614104242	-0.006823096708220852	0.0022285148912687017	-0.05155612833754588	-0.0318934895882958	0.004778219623139339	-0.00380148969959167	0.15472020052350233	0.016566204075450085	0.045688747802982765	-0.009513123855238273	-0.016323379068753033	-0.011341588716692219	-0.02154726851586939	-0.04214649856246924	0.01976654828026374
-0.04686925852585881	0.06359788095919834	0.024734180455408396	-0.005461978892932584	1.2043125745370746	0.028091725343774784	0.0532802859835027	-0.012509843490152698	0.02395138048632193	-0.007668305806123691	0.0051626665976335015	-0.03417335088634819	-0.04635750109254744	-0.048887546851873846	0.008824689593768786	-0.02554714356315823	-0.0077039546647017995	-0.05026777201906878	-0.05445366331991058	0.028475220754916212	-0.012780180732198328	0.01624148563779991	0.00633468918818276	0.05694231021265112	-0.056575365556155416	0.02854395112550228	0.06847948526903166	0.014611124106791225	-0.030327117039622674	-0.04037809533820455	-0.02665642249966962	0.009854756502105213	-0.040158926254612655	-0.0507511432379381	-0.017286715731501437	-0.00669895858056321	-0.08044586889503487	-0.08590272211267763	-0.04927568417757235	-0.022875257713923975	-0.054084867547906125	-0.038527911974473764	-0.03153612099573893	0.013052467233762442	-0.002427191144206135	-0.048731096708135156	0.08867051813262873	0.001147230230582259	-7.867099441672496e-4	0.19052357750471188	-0.0017920939374499105	-0.05854113220765516	0.027056741471011874	-0.0385244869223558	-0.10760115950081008	-0.008681510323888777	1.4308746907707943e-5	0.003795502327324894	-0.011535628163737061	-0.03344803426762976	-0.018146597250480245	-0.04326912643514445	-0.04470711220687783	0.017178832806963095	-0.07643890744370022	-0.016575782951483972	4.638388540481854e-4	-0.03779261639404334	-0.019428198993998808	0.009887285658651596	-0.032164659089993886	-0.028680957589048494	0.04845595954219703	-0.07080464546963423
0.0029035318856519663	-0.014706361278240144	0.01049617075182624	-0.021588542302328026	0.028091725343774864	2.050210613929267	0.02401526091675393	-0.37193359056867864	0.0022835233224369716	0.01589244226282355	-0.022648052768538787	-0.04486893196579925	-6.161264825727397e-4	0.16863013605632116	0.0362428667616513	-0.06091183426665843	0.00856882823225503	0.3704652556304462	-0.002142145676935946	0.06372785048415115	0.025812404770374563	-0.14800718548636918	-0.03927123284054694	0.0815752735828353	-0.1083779528126071	-0.017376171907228097	0.014796582709406916	-0.05618709989302304	-0.009096371193148047	-0.008397388320819798	0.013078502710714873	-0.1184229231869429	-0.01670526358391268	-0.30539952985528224	-0.03391837847476158	0.019848616587970498	0.02990934486261333	-0.04174580816902772	-0.08421932204215922	-0.11393150300894436	-0.068187473056337225	-0.01090733872442683	-0.06382281963772687	-0.06319274799128093	0.03532893594034274	-0.03819600675158878	-0.01451664075987179	-0.010831819625878038	0.012525206762647307	0.011831146913694444	0.015509110232058358	-0.2855842020418198	-0.032130121392441244	-0.006878323506261208	0.04697666913715411	0.002112775363661595	0.001445733730267487	0.03806616364870163	-0.23304534851294262	-0.00380143856384678	-0.04208717017016173	-0.028029786691951077	0.0016175683251346844	-0.0059160207589022875	0.011811202958452631	-0.011104979746908997	-0.09221464972758134	-0.07280556762026745	0.021084726247896597	-0.0055202570727543275	-0.014188811599275743	0.023321063154653383	-0.1979125964691612	0.002061569937935224
0.014044768969254539	0.022382794458274152	-0.05355886827036279	-0.030911851902330322	0.0532802859835028	0.02401526091675394	1.5353701373713906	0.006481562045810378	-0.05950163269520505	-0.008120760385485181	0.04182736137494801	-0.05065066680438991	-0.01306693430161804	-0.08140662140045254	0.031867386218837404	-0.05744619124487324	0.045571994221796815	-0.046651571471264135	-0.015426289352842142	-0.06331551940461803	-0.002440134971479613	0.012167567025913826	0.12523461962273674	0.05719174094916555	0.026076979104257842	0.02204857541556207	-0.05457355681754954	0.059136452384572206	0.039695602108217896	0.04353903781630711	-0.004651043521983512	0.05280770682650065	-0.020572924764890373	-0.012692694507074869	-0.03188177476599399	-0.016496173648966286	0.021754598425603594	0.2546133338166139	-0.010228284078615845	0.03857971316513793	-0.029715484127179476	-0.1430866727225603	0.05963386962934626	-0.0120083876857189	0.017341600157049435	0.22366909054632622	0.040681563171998794	-0.04288160036012386	-0.0018659300199088866	-0.031761853011089504	-0.045287029233296	-0.010772002059116511	0.05887335650632241	-0.006545377409671649	-0.004928924214143039	-0.07048931504089918	0.027660061793846287	-0.04441107151083196	-0.026147123363135436	0.023593390817724255	-0.03102700313671326	0.057254699010250217	0.14739720487184763	-0.04264182605944521	-0.05638477718854359	-0.02006041436624564	-0.09107532553299297	-0.05524903458761792	0.06601110506423336	-0.017015260315977263	-0.0018331727716770132	-0.04058961098415271	-0.042077653170866515	0.0021551724525921976
-0.08211872190843258	0.10924880933210701	-0.008510919408707188	-0.007342815067153515	-0.012509843490152725	-0.371933590568678	0.006481562045810427	2.0056253971557316	-0.09896535001689469	0.008100458205672154	-0.05546488237805827	-0.2179249788780098	-0.004424588800144313	0.0028211910967112924	0.018103133396125883	-0.06144935903762217	-0.01213141015196029	0.29994372711125994	-0.050250124569667785	0.003598626094351424	0.023447205826838895	-0.08434567954958447	0.02567030643532734	0.036531621571463634	0.003305291798333017	-0.0209798348838344	-0.21880569651354598	-0.0359400986948466	-7.372575111935206e-5	0.006259727599924836	0.060268761807942745	-0.054032772830294284	0.039025732100106306	-0.004330725893660162	0.02986014281702743	0.012866821641310082	0.01724764418220265	0.007031053351564602	0.03864168981574049	-0.006304296504713809	0.049576956649068055	-0.009552767606083085	3.8127258947446695e-4	0.10045094944693071	0.07475003622753186	0.011872706940298608	-0.015282286315588933	0.007474420808966873	-0.006126020708629147	0.027415140730892684	-0.04945654675254579	-0.04306019378921018	-0.14828916127232675	-0.03830321623956577	0.01570771324416199	-0.03150487283239445	-0.06289757991403018	0.031098170593393933	-0.03302660005630263	0.049485750607871686	-0.17735370950421053	0.15422600287535243	0.0412462258853356	-0.014474304860491498	-0.04202919989483917	-0.02948045330710039	0.01253119928928319	-0.02121859793800026	-0.05810151803733995	-0.015661891994481925	0.02012830040675981	-0.07935956759980885	-0.3941939538892873	0.017033784638126586
-0.01194348412074425	0.022839689881972373	-0.019509998833056968	0.017081768178957006	0.0239513804863219	0.002283523322436933	-0.05950163269520519	-0.09896535001689491	1.6292998456981478	0.027334096072509834	-0.03599157587986931	-0.0879936162376571	-0.02912740162511566	-0.05117495238672259	-0.017883079970194025	-0.04893405040984745	0.059196759856040886	0.1884018909788237	-0.051297898069237596	0.027843373036308218	-0.1721109627391327	0.00784712076802149	0.012384752875143004	0.04195376764323005	0.034156657316617864	0.010647232933600186	-0.24100757353021313	-0.017423906127042726	-0.009535672074936549	-0.008467932023676976	-0.030925422017239614	0.23242512132470863	-0.0854262203248159	0.03448055720072993	-0.011067641140690634	-0.024472889852005304	-0.04979978297474817	0.016426543725058675	-0.15041639502708223	-0.009750445952221874	0.04604220515689032	0.007630227730729512	-0.2741510313127788	0.0030938844559405963	0.03175818194023386	-0.1181540269621127	0.012012964735783655	0.01835338469054342	0.006575560970175985	-0.019323008213341757	0.061471351628419636	-0.010420595935615362	-0.03109422919423474	0.003473183046790765	-0.06525428413596475	-8.979399883492598e-5	-0.0012541376974146642	0.06744592419765252	0.0282700802072511	0.016365668260539812	-0.012447218325723384	0.13409634158765896	0.0362393146540993	0.023877272633328304	-0.05441582184888828	-0.07475661749941227	-0.08728132519833896	0.011142478469993472	0.010609280948374324	0.041478439774629554	0.005448295977734787	0.005868915096015488	0.04630959425558019	-0.009958494168675988
-0.2342305852017248	-0.06338887669200984	0.014061934519905662	-0.0635510463465818	-0.007668305806123696	0.015892442262823596	-0.008120760385485275	0.008100458205672081	0.027334096072509893	1.7054237028602333	-0.011265268803953827	0.05836445723983311	-0.07793448335537917	-0.006637024022318479	-0.010655217913728015	-0.21124890546399136	0.03171579758026871	0.007023459055914768	-0.03320718502652723	-0.008907486791696518	0.006318916314035622	0.031635982629420994	-0.039491763304453364	-0.016577237903684008	-0.15798485777330212	0.013031272486490062	-0.26297675889538236	0.03706117983113779	-0.015043540440520092	0.012555982170438209	0.019696700509311826	0.022789771092055443	-0.028261786975773917	-0.011028510948427842	0.022551810616663327	-7.423295927424504e-4	-0.07544275566521687	0.03035141896461879	-0.03899120920524522	0.04351146582777353	-0.01868575203255306	-0.004746870200096025	0.026530978077365687	0.017075425591577868	-0.1318825194471823	-0.04154174915946852	0.006337909612670747	0.01949591832112909	-0.002046348459986508	-0.24878320411345678	-0.019696958967226345	-0.00511323379707144	0.014483115466751408	-3.5490952682423277e-4	0.016514872599673165	0.09579838304574896	-0.2437297087132585	0.01783608530185275	0.026067831830221835	0.0809118677955454	0.03540355149194106	-0.01947179201533281	-0.035819397566404516	0.0015889845845511242	0.03544673841611637	-0.04109571476656438	0.005760899621137414	-0.05638281818907942	0.016423429065755068	0.020020381883418044	-0.1904743167223363	-0.055052581286209164	-0.11326592584416141	0.05877621897046618
